Timestamp,Wecd_R,Timestamp,Wecd_L
50530720,19.0496,50530720,23.7217
50550779,17.2367,50550779,24.0995
50566722,15.0204,50566722,24.1281
50581138,17.9757,50581138,26.1033
50599331,18.4627,50599331,28.0389
50638941,18.1161,50638941,23.0881
50659067,14.2795,50659067,25.4612
50684945,14.4873,50684945,23.0062
50705257,14.3511,50705257,27.8341
50720053,14.4518,50720053,25.6445
50737675,13.0241,50737675,23.0745
50750519,11.1328,50750519,27.7884
50762414,14.6929,50762414,27.0383
50782769,11.5191,50782769,23.1332
50799021,10.9584,50799021,25.3441
50808328,10.0948,50808328,24.0134
50829484,9.84825,50829484,26.1507
50844788,14.6541,50844788,28.8083
50860181,10.8649,50860181,28.5215
50887650,10.0171,50887650,25.1878
50919216,10.8258,50919216,24.5625
50942153,11.776,50942153,25.6664
50983809,11.5184,50983809,22.5796
51002243,13.363,51002243,24.1168
51019246,11.7807,51019246,24.7073
51034758,9.0848,51034758,27.8206
51065213,11.4839,51065213,24.947
51080715,10.9422,51080715,25.4833
51099525,14.2467,51099525,27.1714
51141405,13.3989,51141405,26.0371
51160324,12.676,51160324,24.2571
51176640,12.7744,51176640,28.3801
51196088,13.7221,51196088,25.7892
51203082,12.4568,51203082,28.0853
51222659,12.279,51222659,25.5386
51234205,13.3262,51234205,27.1475
51280574,11.4869,51280574,25.1145
51296246,15.6292,51296246,27.2802
51312244,12.8759,51312244,25.6308
51317089,14.2903,51317089,27.7616
51333542,12.8541,51333542,23.8375
51360511,14.4978,51360511,23.71
51379841,14.3627,51379841,29.2786
51395146,13.9176,51395146,28.6284
51411951,16.1157,51411951,29.1043
51452629,13.9221,51452629,26.1256
51472742,17.3077,51472742,25.9323
51489089,15.4608,51489089,26.0144
51504909,15.012,51504909,21.994
51519969,14.7179,51519969,24.1772
51536718,15.4437,51536718,27.0703
51551546,15.493,51551546,29.1929
51579805,14.3641,51579805,23.0214
51599191,15.923,51599191,24.4458
51625826,16.0176,51625826,25.4595
51630365,16.9224,51630365,25.2969
51642254,17.2833,51642254,24.0159
51663774,16.1526,51663774,23.116
51688799,13.76,51688799,24.4406
51696029,14.908,51696029,27.5845
51727295,14.7688,51727295,26.562
51740733,14.2426,51740733,28.9802
51760844,15.0797,51760844,25.1553
51789332,13.9279,51789332,27.9349
51831136,15.5016,51831136,24.1117
51851104,14.7911,51851104,22.6903
51867122,14.6541,51867122,27.4721
51882007,14.1169,51882007,27.8568
