Timestamp,LQRXObsBuf[0][0],Timestamp,LQRXObsBuf[0][1],Timestamp,LQRXObsBuf[0][2],Timestamp,LQRXObsBuf[0][3],Timestamp,LQRXObsBuf[0][4],Timestamp,LQRXObsBuf[0][5],Timestamp,LQRXObsBuf[1][0],Timestamp,LQRXObsBuf[1][1],Timestamp,LQRXObsBuf[1][2],Timestamp,LQRXObsBuf[1][3],Timestamp,LQRXObsBuf[1][4],Timestamp,LQRXObsBuf[1][5],Timestamp,LQRXRefBuf[0][0],Timestamp,LQRXRefBuf[0][1],Timestamp,LQRXRefBuf[0][2],Timestamp,LQRXRefBuf[0][3],Timestamp,LQRXRefBuf[0][4],Timestamp,LQRXRefBuf[0][5],Timestamp,LQRXRefBuf[1][0],Timestamp,LQRXRefBuf[1][1],Timestamp,LQRXRefBuf[1][2],Timestamp,LQRXRefBuf[1][3],Timestamp,LQRXRefBuf[1][4],Timestamp,LQRXRefBuf[1][5],Timestamp,LQROutBuf[0][0],Timestamp,LQROutBuf[0][1],Timestamp,LQROutBuf[1][0],Timestamp,LQROutBuf[1][1],
5915090,-0.342516,5915090,-0.0036937,5915090,-1.94949e-06,5915090,0,5915090,-0.350825,5915090,0.000146798,5915090,-0.358263,5915090,-0.00104694,5915090,3.94707e-06,5915090,0,5915090,-0.35083,5915090,0.000146798,5915090,0,5915090,0,5915090,0,5915090,0,5915090,0,5915090,0,5915090,0,5915090,0,5915090,0,5915090,0,5915090,0,5915090,0,5915090,-3.3527,5915090,7.29266,5915090,-3.574,5915090,7.30695,
6032788,-0.342565,6032788,-0.00123294,6032788,2.76355e-06,6032788,0.00126258,6032788,-0.350885,6032788,-2.05335e-05,6032788,-0.358287,6032788,-3.21935e-05,6032788,-2.76253e-07,6032788,-0.00046488,6032788,-0.350852,6032788,-9.49029e-05,6032788,0,6032788,0,6032788,0,6032788,0,6032788,0,6032788,0,6032788,0,6032788,0,6032788,0,6032788,0,6032788,0,6032788,0,6032788,-3.3603,6032788,7.29202,6032788,-3.5712,6032788,7.30898,
6179150,-0.342582,6179150,-0.00068766,6179150,-3.42929e-06,6179150,0.00261232,6179150,-0.350989,6179150,-0.000132088,6179150,-0.358389,6179150,0.00016228,6179150,-2.42853e-06,6179150,0,6179150,-0.35096,6179150,-0.000280827,6179150,0,6179150,0,6179150,0,6179150,0,6179150,0,6179150,0,6179150,0,6179150,0,6179150,0,6179150,0,6179150,0,6179150,0,6179150,-3.36272,6179150,7.29455,6179150,-3.56451,6179150,7.31026,
6331472,-0.342584,6331472,-0.00078544,6331472,1.19258e-06,6331472,0.000512614,6331472,-0.350946,6331472,-0.000243642,6331472,-0.358362,6331472,-0.000942814,6331472,6.06564e-07,6331472,0,6331472,-0.350916,6331472,-5.77182e-05,6331472,0,6331472,0,6331472,0,6331472,0,6331472,0,6331472,0,6331472,0,6331472,0,6331472,0,6331472,0,6331472,0,6331472,0,6331472,-3.34823,6331472,7.29522,6331472,-3.58107,6331472,7.30845,
6429572,-0.342556,6429572,0.00102857,6429572,-1.97998e-06,6429572,0.000264187,6429572,-0.350959,6429572,-9.49029e-05,6429572,-0.358354,6429572,-0.00239208,6429572,-2.91517e-06,6429572,0,6429572,-0.350921,6429572,-0.000169272,6429572,0,6429572,0,6429572,0,6429572,0,6429572,0,6429572,0,6429572,0,6429572,0,6429572,0,6429572,0,6429572,0,6429572,0,6429572,-3.36158,6429572,7.2948,6429572,-3.57373,6429572,7.31093,
6587313,-0.342718,6587313,0.00184597,6587313,-1.52003e-06,6587313,0,6587313,-0.3511,6587313,-0.000187865,6587313,-0.358483,6587313,-0.00201556,6587313,4.15385e-07,6587313,0,6587313,-0.351058,6587313,0.000183983,6587313,0,6587313,0,6587313,0,6587313,0,6587313,0,6587313,0,6587313,0,6587313,0,6587313,0,6587313,0,6587313,0,6587313,0,6587313,-3.359,6587313,7.29617,6587313,-3.57197,6587313,7.30952,
6748766,-0.342604,6748766,0.00234551,6748766,4.64141e-07,6748766,0,6748766,-0.350986,6748766,-7.63106e-05,6748766,-0.358421,6748766,-0.00132663,6748766,-6.37083e-07,6748766,0,6748766,-0.350949,6748766,-0.00015068,6748766,0,6748766,0,6748766,0,6748766,0,6748766,0,6748766,0,6748766,0,6748766,0,6748766,0,6748766,0,6748766,0,6748766,0,6748766,-3.35177,6748766,7.2971,6748766,-3.56461,6748766,7.31311,
6858588,-0.342523,6858588,0.00164359,6858588,-2.48286e-06,6858588,0,6858588,-0.350902,6858588,1.66513e-05,6858588,-0.358348,6858588,0.000278859,6858588,-6.5119e-07,6858588,0,6858588,-0.350964,6858588,0.000128206,6858588,0,6858588,0,6858588,0,6858588,0,6858588,0,6858588,0,6858588,0,6858588,0,6858588,0,6858588,0,6858588,0,6858588,0,6858588,-3.35878,6858588,7.29694,6858588,-3.57889,6858588,7.31215,
6958242,-0.342483,6958242,-0.000271098,6958242,-2.87969e-06,6958242,0,6958242,-0.350873,6958242,-2.05335e-05,6958242,-0.358305,6958242,0.000568427,6958242,2.74502e-07,6958242,-0.000658679,6958242,-0.350876,6958242,-0.000132088,6958242,0,6958242,0,6958242,0,6958242,0,6958242,0,6958242,0,6958242,0,6958242,0,6958242,0,6958242,0,6958242,0,6958242,0,6958242,-3.36058,6958242,7.2952,6958242,-3.57318,6958242,7.30864,
7082034,-0.342421,7082034,-0.000638677,7082034,-5.90656e-07,7082034,0.000528566,7082034,-0.350786,7082034,-7.63106e-05,7082034,-0.358198,7082034,0.000873657,7082034,1.80588e-06,7082034,0,7082034,-0.350765,7082034,7.24284e-05,7082034,0,7082034,0,7082034,0,7082034,0,7082034,0,7082034,0,7082034,0,7082034,0,7082034,0,7082034,0,7082034,0,7082034,0,7082034,-3.35749,7082034,7.29274,7082034,-3.56608,7082034,7.30669,
7319404,-0.237682,7319404,0.230522,7319404,3.0879e-05,7319404,0.169706,7319404,-0.319644,7319404,0.0133288,7319404,-0.335892,7319404,0.115957,7319404,7.53114e-05,7319404,0,7319404,-0.345982,7319404,0.000890493,7319404,0,7319404,0,7319404,0,7319404,0,7319404,0,7319404,0,7319404,0,7319404,0,7319404,0,7319404,0,7319404,0,7319404,0,7319404,-3.3283,7319404,7.29147,7319404,-3.57733,7319404,7.30777,
7639609,0.213569,7639609,0.110779,7639609,7.13467e-05,7639609,0,7639609,0.178078,7639609,0.00522252,7639609,0.163274,7639609,0.0560606,7639609,5.54792e-05,7639609,0,7639609,0.144175,7639609,0.00650539,7639609,0,7639609,0,7639609,0,7639609,0,7639609,0,7639609,0,7639609,0,7639609,0,7639609,0,7639609,0,7639609,0,7639609,0,7639609,1.04587,7639609,2.0562,7639609,-0.473263,7639609,4.04818,
8105277,0.334216,8105277,-0.0001734,8105277,7.00208e-06,8105277,0,8105277,0.325447,8105277,-1.94109e-06,8105277,0.317622,8105277,0.0053941,8105277,-2.56885e-05,8105277,-0.0349629,8105277,0.325089,8105277,-0.000169272,8105277,0,8105277,0,8105277,0,8105277,0,8105277,0,8105277,0,8105277,0,8105277,0,8105277,0,8105277,0,8105277,0,8105277,0,8105277,2.99469,8105277,-6.57662,8105277,3.13722,8105277,-5.03014,
8566745,0.331583,8566745,-0.000992265,8566745,4.78392e-06,8566745,-0.0120401,8566745,0.323049,8566745,-0.000392381,8566745,0.315822,8566745,-0.00517055,8566745,-2.29646e-05,8566745,0,8566745,0.324821,8566745,-0.000113495,8566745,0,8566745,0,8566745,0,8566745,0,8566745,0,8566745,0,8566745,0,8566745,0,8566745,0,8566745,0,8566745,0,8566745,0,8566745,3.33363,8566745,-6.78865,8566745,3.13263,8566745,-6.76994,
9041096,0.33189,9041096,-0.000417949,9041096,-9.30599e-06,9041096,0,9041096,0.324124,9041096,-0.00093156,9041096,0.317383,9041096,-0.00439631,9041096,2.67765e-06,9041096,0,9041096,0.325211,9041096,0.000425683,9041096,0,9041096,0,9041096,0,9041096,0,9041096,0,9041096,0,9041096,0,9041096,0,9041096,0,9041096,0,9041096,0,9041096,0,9041096,3.3058,9041096,-6.74577,9041096,3.10335,9041096,-6.73052,
9386837,0.329157,9386837,0.00151018,9386837,-2.45295e-06,9386837,-0.0029196,9386837,0.320914,9386837,-0.000373789,9386837,0.31375,9386837,0.000596159,9386837,1.54084e-06,9386837,0,9386837,0.320983,9386837,-0.000373789,9386837,0,9386837,0,9386837,0,9386837,0,9386837,0,9386837,0,9386837,0,9386837,0,9386837,0,9386837,0,9386837,0,9386837,0,9386837,3.30263,9386837,-6.7256,9386837,3.07775,9386837,-6.71633,
9753973,0.330025,9753973,0.000583377,9753973,4.96685e-06,9753973,0,9753973,0.321387,9753973,9.10208e-05,9753973,0.313902,9753973,0.00152069,9753973,-4.50926e-07,9753973,0,9753973,0.320972,9753973,-5.77182e-05,9753973,0,9753973,0,9753973,0,9753973,0,9753973,0,9753973,0,9753973,0,9753973,0,9753973,0,9753973,0,9753973,0,9753973,0,9753973,3.28234,9753973,-6.68709,9753973,3.0626,9753973,-6.67192,
10236538,0.329128,10236538,0.00136521,10236538,-6.90541e-07,10236538,0.000305049,10236538,0.320776,10236538,0.000109613,10236538,0.313458,10236538,-0.000152001,10236538,-5.99207e-06,10236538,0,10236538,0.321023,10236538,1.66513e-05,10236538,0,10236538,0,10236538,0,10236538,0,10236538,0,10236538,0,10236538,0,10236538,0,10236538,0,10236538,0,10236538,0,10236538,0,10236538,3.29391,10236538,-6.69631,10236538,3.08803,10236538,-6.68327,
10647226,0.328123,10647226,-0.0148318,10647226,1.81814e-05,10647226,0,10647226,0.318272,10647226,0.0011136,10647226,0.30924,10647226,0.00401455,10647226,-8.00732e-07,10647226,-0.00295083,10647226,0.316244,10647226,-0.000280827,10647226,0,10647226,0,10647226,0,10647226,0,10647226,0,10647226,0,10647226,0,10647226,0,10647226,0,10647226,0,10647226,0,10647226,0,10647226,3.27717,10647226,-6.68381,10647226,3.07679,10647226,-6.66964,
11274532,0.326955,11274532,0.000136629,11274532,-8.08655e-07,11274532,0,11274532,0.318724,11274532,-0.000336604,11274532,0.311423,11274532,-0.000163231,11274532,-2.3626e-07,11274532,0,11274532,0.319003,11274532,-0.000243642,11274532,0,11274532,0,11274532,0,11274532,0,11274532,0,11274532,0,11274532,0,11274532,0,11274532,0,11274532,0,11274532,0,11274532,0,11274532,3.26833,11274532,-6.66505,11274532,3.07191,11274532,-6.64494,
11730982,0.32697,11730982,-8.04079e-05,11730982,4.33311e-06,11730982,0,11730982,0.318609,11730982,-0.000206457,11730982,0.311185,11730982,-8.04079e-05,11730982,4.33207e-06,11730982,0,11730982,0.318609,11730982,-0.000206457,11730982,0,11730982,0,11730982,0,11730982,0,11730982,0,11730982,0,11730982,0,11730982,0,11730982,0,11730982,0,11730982,0,11730982,0,11730982,3.27431,11730982,-6.63938,11730982,3.05937,11730982,-6.62328,
12215807,0.32697,12215807,-8.04079e-05,12215807,4.33311e-06,12215807,0,12215807,0.318609,12215807,-0.000206457,12215807,0.311185,12215807,-8.04079e-05,12215807,4.33207e-06,12215807,0,12215807,0.318609,12215807,-0.000206457,12215807,0,12215807,0,12215807,0,12215807,0,12215807,0,12215807,0,12215807,0,12215807,0,12215807,0,12215807,0,12215807,0,12215807,0,12215807,3.27431,12215807,-6.6374,12215807,3.05974,12215807,-6.62264,
12691928,0.32697,12691928,-8.04079e-05,12691928,4.33311e-06,12691928,0,12691928,0.318609,12691928,-0.000206457,12691928,0.311185,12691928,-8.04079e-05,12691928,4.33207e-06,12691928,0,12691928,0.318609,12691928,-0.000206457,12691928,0,12691928,0,12691928,0,12691928,0,12691928,0,12691928,0,12691928,0,12691928,0,12691928,0,12691928,0,12691928,0,12691928,0,12691928,3.27431,12691928,-6.6374,12691928,3.05974,12691928,-6.62264,
13182144,0.32697,13182144,-8.04079e-05,13182144,4.33311e-06,13182144,0,13182144,0.318609,13182144,-0.000206457,13182144,0.311185,13182144,-8.04079e-05,13182144,4.33207e-06,13182144,0,13182144,0.318609,13182144,-0.000206457,13182144,0,13182144,0,13182144,0,13182144,0,13182144,0,13182144,0,13182144,0,13182144,0,13182144,0,13182144,0,13182144,0,13182144,0,13182144,3.27431,13182144,-6.6374,13182144,3.05974,13182144,-6.62264,
13745508,0.607458,13745508,28.0488,13745508,0.00770661,13745508,0,13745508,0.318613,13745508,3.52437e-05,13745508,0.310897,13745508,-0.0288829,13745508,0.00770652,13745508,0,13745508,0.318613,13745508,3.52437e-05,13745508,0,13745508,0,13745508,0,13745508,0,13745508,0,13745508,0,13745508,0,13745508,0,13745508,0,13745508,0,13745508,0,13745508,0,13745508,52.5979,13745508,-5.82998,13745508,4.47695,13745508,-6.62264,
14309919,0.607458,14309919,28.0488,14309919,0.00770661,14309919,0,14309919,0.318613,14309919,3.52437e-05,14309919,0.310897,14309919,-0.0288829,14309919,0.00770652,14309919,0,14309919,0.318613,14309919,3.52437e-05,14309919,0,14309919,0,14309919,0,14309919,0,14309919,0,14309919,0,14309919,0,14309919,0,14309919,0,14309919,0,14309919,0,14309919,0,14309919,52.5979,14309919,-5.82998,14309919,4.47695,14309919,-6.62174,
14856240,0.607458,14856240,28.0488,14856240,0.00770661,14856240,0,14856240,0.318613,14856240,3.52437e-05,14856240,0.310897,14856240,-0.0288829,14856240,0.00770652,14856240,0,14856240,0.318613,14856240,3.52437e-05,14856240,0,14856240,0,14856240,0,14856240,0,14856240,0,14856240,0,14856240,0,14856240,0,14856240,0,14856240,0,14856240,0,14856240,0,14856240,52.5979,14856240,-5.82998,14856240,4.47695,14856240,-6.62174,
15365150,0.314474,15365150,-0.00804121,15365150,0.00183331,15365150,0,15365150,0.318613,15365150,3.52437e-05,15365150,0.310897,15365150,-0.0288829,15365150,0.00770652,15365150,0,15365150,0.318613,15365150,3.52437e-05,15365150,0,15365150,0,15365150,0,15365150,0,15365150,0,15365150,0,15365150,0,15365150,0,15365150,0,15365150,0,15365150,0,15365150,0,15365150,52.5979,15365150,-5.82998,15365150,4.47695,15365150,-6.62174,
15841346,-0.0130098,15841346,-0.147745,15841346,7.11004e-05,15841346,0.107226,15841346,0.0181101,15841346,-0.00650927,15841346,0.0337977,15841346,-0.0894604,15841346,-1.18824e-05,15841346,-0.0829083,15841346,0.0917573,15841346,-0.0133884,15841346,0,15841346,0,15841346,0,15841346,0,15841346,0,15841346,0,15841346,0,15841346,0,15841346,0,15841346,0,15841346,0,15841346,0,15841346,2.25549,15841346,-5.55119,15841346,2.57992,15841346,-5.91884,
16430011,-0.0934267,16430011,-0.299421,16430011,-5.7801e-05,16430011,-0.0414046,16430011,0.0348679,16430011,0.00717471,16430011,-0.0838803,16430011,-0.0664117,16430011,8.56657e-05,16430011,0.0863949,16430011,0.0250277,16430011,0.0108002,16430011,0,16430011,0,16430011,0,16430011,0,16430011,0,16430011,0,16430011,0,16430011,0,16430011,0,16430011,0,16430011,0,16430011,0,16430011,-0.998387,16430011,-0.129691,16430011,-1.3391,16430011,-0.117005,
16525478,-0.358437,16525478,-0.580993,16525478,-0.000339207,16525478,-0.368059,16525478,0.0594145,16525478,0.000964862,16525478,-0.306855,16525478,-0.494013,16525478,-0.000484063,16525478,-0.445223,16525478,0.0527203,16525478,0.00276832,16525478,0,16525478,0,16525478,0,16525478,0,16525478,0,16525478,0,16525478,0,16525478,0,16525478,0,16525478,0,16525478,0,16525478,0,16525478,-3.49896,16525478,-0.740387,16525478,-3.16114,16525478,-0.750834,
16669716,-0.608038,16669716,-0.1115,16669716,-0.000303301,16669716,-0.30198,16669716,0.14931,16669716,-0.0071786,16669716,-0.597291,16669716,-0.0177209,16669716,-0.000117125,16669716,0.000235271,16669716,0.213899,16669716,-0.00141496,16669716,0,16669716,0,16669716,0,16669716,0,16669716,0,16669716,0,16669716,0,16669716,0,16669716,0,16669716,0,16669716,0,16669716,0,16669716,-9.06242,16669716,-3.04687,16669716,-8.22488,16669716,-1.80916,
17269196,-0.610289,17269196,0.230139,17269196,-0.000210268,17269196,-0.192387,17269196,-0.0226144,17269196,-0.00952124,17269196,-0.645267,17269196,0.102593,17269196,-0.000160238,17269196,-0.181049,17269196,0.00570454,17269196,-0.0123101,17269196,0,17269196,0,17269196,0,17269196,0,17269196,0,17269196,0,17269196,0,17269196,0,17269196,0,17269196,0,17269196,0,17269196,0,17269196,-11.7752,17269196,-1.05226,17269196,-12.5817,17269196,-1.12173,
17476785,-0.464379,17476785,-0.0509437,17476785,-0.000127161,17476785,-0.292555,17476785,0.00468383,17476785,-0.000634082,17476785,-0.460901,17476785,-0.0686423,17476785,-0.000287711,17476785,-0.318773,17476785,0.0049514,17476785,0.00810433,17476785,0,17476785,0,17476785,0,17476785,0,17476785,0,17476785,0,17476785,0,17476785,0,17476785,0,17476785,0,17476785,0,17476785,0,17476785,-9.61118,17476785,1.36136,17476785,-10.6734,17476785,1.3726,
17852555,-0.393131,17852555,0.266163,17852555,-0.000207304,17852555,-0.0106554,17852555,-0.0917949,17852555,-0.00574698,17852555,-0.381139,17852555,0.203698,17852555,-1.65273e-06,17852555,-0.0903702,17852555,-0.0642687,17852555,-0.00414804,17852555,0,17852555,0,17852555,0,17852555,0,17852555,0,17852555,0,17852555,0,17852555,0,17852555,0,17852555,0,17852555,0,17852555,0,17852555,-9.31765,17852555,0.409267,17852555,-10.6067,17852555,0.0826872,
18268948,0.123425,18268948,0.414389,18268948,-0.00259033,18268948,-2.68518,18268948,-0.0683142,18268948,0.00579888,18268948,0.310474,18268948,0.504283,18268948,-0.00222122,18268948,-2.15799,18268948,-0.0733531,18268948,0.00204322,18268948,0,18268948,0,18268948,0,18268948,0,18268948,0,18268948,0,18268948,0,18268948,0,18268948,0,18268948,0,18268948,0,18268948,0,18268948,-3.50884,18268948,2.0111,18268948,0.264789,18268948,2.02303,
18512266,0.4706,18512266,0.0678168,18512266,9.329e-06,18512266,-0.524646,18512266,-0.0969052,18512266,-0.00606305,18512266,0.474363,18512266,-0.0535967,18512266,-0.0017695,18512266,-1.96328,18512266,-0.0767344,18512266,0.00388386,18512266,0,18512266,0,18512266,0,18512266,0,18512266,0,18512266,0,18512266,0,18512266,0,18512266,0,18512266,0,18512266,0,18512266,0,18512266,-1.6224,18512266,1.06851,18512266,2.32296,18512266,0.900339,
18884378,0.481899,18884378,-0.0388962,18884378,-3.41594e-05,18884378,-0.0241089,18884378,-0.00477292,18884378,-0.00557965,18884378,0.481938,18884378,-0.0603383,18884378,0.000102204,18884378,0.0558721,18884378,0.0166442,18884378,-0.00260487,18884378,0,18884378,0,18884378,0,18884378,0,18884378,0,18884378,0,18884378,0,18884378,0,18884378,0,18884378,0,18884378,0,18884378,0,18884378,9.28861,18884378,1.31705,18884378,9.13469,18884378,1.55649,
19557786,0.4641,19557786,-0.14675,19557786,8.47434e-05,19557786,0.0615059,19557786,-0.0496382,19557786,-0.00241895,19557786,0.454207,19557786,-0.012059,19557786,-0.000268243,19557786,-0.275142,19557786,-0.0463486,19557786,-2.05335e-05,19557786,0,19557786,0,19557786,0,19557786,0,19557786,0,19557786,0,19557786,0,19557786,0,19557786,0,19557786,0,19557786,0,19557786,0,19557786,8.42782,19557786,0.220987,19557786,8.16559,19557786,0.202757,
19795096,0.516958,19795096,-0.166277,19795096,0.000682597,19795096,0.262789,19795096,0.011605,19795096,0.00687724,19795096,0.503,19795096,-0.0913555,19795096,-0.000163314,19795096,0.0983572,19795096,-0.00883713,19795096,0.00343765,19795096,0,19795096,0,19795096,0,19795096,0,19795096,0,19795096,0,19795096,0,19795096,0,19795096,0,19795096,0,19795096,0,19795096,0,19795096,8.51495,19795096,0.69651,19795096,8.45639,19795096,0.692749,
20071521,0.281804,20071521,-0.0786993,20071521,-1.16994e-05,20071521,0.0685312,20071521,0.0388147,20071521,-0.00500329,20071521,0.438932,20071521,-0.0751155,20071521,-4.43504e-05,20071521,0.0113657,20071521,0.0506966,20071521,-0.00150792,20071521,0,20071521,0,20071521,0,20071521,0,20071521,0,20071521,0,20071521,0,20071521,0,20071521,0,20071521,0,20071521,0,20071521,0,20071521,8.54918,20071521,-1.329,20071521,8.87222,20071521,-1.1057,
20458508,0.390084,20458508,0.091607,20458508,-0.000991969,20458508,-0.885769,20458508,-0.0790055,20458508,-0.0122729,20458508,0.4028,20458508,-0.0400737,20458508,-0.00018707,20458508,-0.18949,20458508,-0.0631071,20458508,-0.0100232,20458508,0,20458508,0,20458508,0,20458508,0,20458508,0,20458508,0,20458508,0,20458508,0,20458508,0,20458508,0,20458508,0,20458508,0,20458508,4.85417,20458508,-0.159415,20458508,7.08709,20458508,-0.388151,
20686248,0.474765,20686248,0.0533175,20686248,4.34508e-05,20686248,0.0608229,20686248,-0.069226,20686248,0.00438586,20686248,0.48133,20686248,0.0484602,20686248,-2.72881e-05,20686248,-0.049248,20686248,-0.0739233,20686248,0.00256381,20686248,0,20686248,0,20686248,0,20686248,0,20686248,0,20686248,0,20686248,0,20686248,0,20686248,0,20686248,0,20686248,0,20686248,0,20686248,8.63804,20686248,1.87447,20686248,8.08467,20686248,1.95599,
20936782,0.467201,20936782,-0.247657,20936782,9.24011e-06,20936782,0.111824,20936782,0.0420944,20936782,0.00754656,20936782,0.511372,20936782,-0.03519,20936782,0.000204949,20936782,0.363102,20936782,0.000297113,20936782,0.012362,20936782,0,20936782,0,20936782,0,20936782,0,20936782,0,20936782,0,20936782,0,20936782,0,20936782,0,20936782,0,20936782,0,20936782,0,20936782,8.55414,20936782,0.69141,20936782,8.58479,20936782,0.731202,
21161690,-0.336171,21161690,-0.0201318,21161690,-8.67933e-05,21161690,-0.418728,21161690,0.140356,21161690,0.0216954,21161690,-0.232693,21161690,-0.715829,21161690,-0.000279655,21161690,-1.74036,21161690,0.0776948,21161690,-0.004241,21161690,0,21161690,0,21161690,0,21161690,0,21161690,0,21161690,0,21161690,0,21161690,0,21161690,0,21161690,0,21161690,0,21161690,0,21161690,5.11702,21161690,-1.68394,21161690,5.88027,21161690,-1.65148,
21720246,-0.409062,21720246,-0.157394,21720246,2.26049e-05,21720246,0.157966,21720246,0.18607,21720246,-0.00704845,21720246,-0.384915,21720246,-0.0438256,21720246,6.05676e-05,21720246,0.293772,21720246,0.20006,21720246,0.0025824,21720246,0,21720246,0,21720246,0,21720246,0,21720246,0,21720246,0,21720246,0,21720246,0,21720246,0,21720246,0,21720246,0,21720246,0,21720246,-7.10056,21720246,-3.23997,21720246,-9.14272,21720246,-3.21307,
22127534,-0.253141,22127534,-0.0441687,22127534,-0.000187461,22127534,-1.01444,22127534,0.015327,22127534,0.00702598,22127534,-0.139035,22127534,0.441283,22127534,-0.000677695,22127534,-0.24595,22127534,-0.0278098,22127534,-0.00388775,22127534,0,22127534,0,22127534,0,22127534,0,22127534,0,22127534,0,22127534,0,22127534,0,22127534,0,22127534,0,22127534,0,22127534,0,22127534,-8.27213,22127534,-1.19621,22127534,-8.67504,22127534,-1.36652,
22563032,-0.299043,22563032,-0.204559,22563032,-0.000366517,22563032,-0.423909,22563032,0.209088,22563032,0.000909085,22563032,-0.327205,22563032,-0.279129,22563032,-0.000546498,22563032,-0.469744,22563032,0.204412,22563032,0.000816123,22563032,0,22563032,0,22563032,0,22563032,0,22563032,0,22563032,0,22563032,0,22563032,0,22563032,0,22563032,0,22563032,0,22563032,0,22563032,-6.36173,22563032,-2.68012,22563032,-4.86838,22563032,-2.30554,
22750942,-0.362693,22750942,0.0335144,22750942,-0.000220022,22750942,-0.307848,22750942,0.208703,22750942,0.00644961,22750942,-0.384173,22750942,0.0257249,22750942,0.000116389,22750942,0.174836,22750942,0.206189,22750942,-0.00386915,22750942,0,22750942,0,22750942,0,22750942,0,22750942,0,22750942,0,22750942,0,22750942,0,22750942,0,22750942,0,22750942,0,22750942,0,22750942,-6.07999,22750942,-4.011,22750942,-6.46478,22750942,-3.96578,
22926696,-0.387224,22926696,-0.0495564,22926696,6.02318e-06,22926696,0.00731237,22926696,0.174328,22926696,-0.0096142,22926696,-0.408235,22926696,-0.0788072,22926696,6.26689e-05,22926696,-0.0529384,22926696,0.187939,22926696,-0.00708563,22926696,0,22926696,0,22926696,0,22926696,0,22926696,0,22926696,0,22926696,0,22926696,0,22926696,0,22926696,0,22926696,0,22926696,0,22926696,-6.55763,22926696,-3.79794,22926696,-6.8374,22926696,-3.8328,
23062682,-0.42867,23062682,-0.0519568,23062682,0.000157805,23062682,0.241438,23062682,0.0943176,23062682,-0.00965138,23062682,-0.445838,23062682,0.0340792,23062682,-0.000195678,23062682,-0.182381,23062682,0.105456,23062682,-0.00777355,23062682,0,23062682,0,23062682,0,23062682,0,23062682,0,23062682,0,23062682,0,23062682,0,23062682,0,23062682,0,23062682,0,23062682,0,23062682,-7.29701,23062682,-2.45172,23062682,-8.10844,23062682,-2.71149,
23250285,-0.324252,23250285,0.0256354,23250285,-0.000940841,23250285,-0.969508,23250285,0.0808597,23250285,0.0103354,23250285,-0.342202,23250285,0.0342089,23250285,-0.00106292,23250285,-1.0667,23250285,0.0360055,23250285,0.00856914,23250285,0,23250285,0,23250285,0,23250285,0,23250285,0,23250285,0,23250285,0,23250285,0,23250285,0,23250285,0,23250285,0,23250285,0,23250285,-7.4607,23250285,0.137484,23250285,-7.7567,23250285,-0.373824,
23674970,-0.331274,23674970,-0.0789124,23674970,-8.83216e-05,23674970,-0.104462,23674970,0.115143,23674970,0.00412557,23674970,-0.363256,23674970,-0.123309,23674970,-0.000404239,23674970,-0.469076,23674970,0.11053,23674970,0.00546422,23674970,0,23674970,0,23674970,0,23674970,0,23674970,0,23674970,0,23674970,0,23674970,0,23674970,0,23674970,0,23674970,0,23674970,0,23674970,-7.12325,23674970,-1.70346,23674970,-7.52794,23674970,-1.65066,
23765590,-0.361109,23765590,-0.0697303,23765590,-0.00018663,23765590,-0.157087,23765590,0.114277,23765590,-0.00383197,23765590,-0.399031,23765590,-0.0152622,23765590,-0.000199036,23765590,-0.163134,23765590,0.120573,23765590,-0.00243754,23765590,0,23765590,0,23765590,0,23765590,0,23765590,0,23765590,0,23765590,0,23765590,0,23765590,0,23765590,0,23765590,0,23765590,0,23765590,-5.85017,23765590,-2.16848,23765590,-6.67692,23765590,-2.10498,
23890705,-0.366219,23890705,0.358403,23890705,-9.29553e-05,23890705,0.0197479,23890705,-0.0904507,23890705,-0.0146155,23890705,-0.467944,23890705,0.0383669,23890705,-0.000142049,23890705,-0.0531904,23890705,-0.0272352,23890705,-0.013407,23890705,0,23890705,0,23890705,0,23890705,0,23890705,0,23890705,0,23890705,0,23890705,0,23890705,0,23890705,0,23890705,0,23890705,0,23890705,-6.49039,23890705,-1.67289,23890705,-7.06814,23890705,-1.66449,
24258477,0.247527,24258477,-0.0780395,24258477,0.000182199,24258477,0.228167,24258477,-0.174398,24258477,-0.0149688,24258477,0.155241,24258477,0.0230116,24258477,4.37628e-05,24258477,-0.019425,24258477,-0.0905353,24258477,-0.00723437,24258477,0,24258477,0,24258477,0,24258477,0,24258477,0,24258477,0,24258477,0,24258477,0,24258477,0,24258477,0,24258477,0,24258477,0,24258477,-1.70107,24258477,1.87549,24258477,-1.70048,24258477,2.11276,
24710756,0.361451,24710756,-0.0236232,24710756,0.000442036,24710756,0.415457,24710756,-0.21325,24710756,0.00295425,24710756,0.310326,24710756,0.0451488,24710756,5.71894e-05,24710756,-0.0271049,24710756,-0.212275,24710756,-0.00163807,24710756,0,24710756,0,24710756,0,24710756,0,24710756,0,24710756,0,24710756,0,24710756,0,24710756,0,24710756,0,24710756,0,24710756,0,24710756,4.37838,24710756,4.1437,24710756,3.37496,24710756,3.9646,
