Timestamp,LQRXObsBuf[0][0],Timestamp,LQRXObsBuf[0][1],Timestamp,LQRXObsBuf[0][2],Timestamp,LQRXObsBuf[0][3],Timestamp,LQRXObsBuf[0][4],Timestamp,LQRXObsBuf[0][5],Timestamp,LQRXObsBuf[1][0],Timestamp,LQRXObsBuf[1][1],Timestamp,LQRXObsBuf[1][2],Timestamp,LQRXObsBuf[1][3],Timestamp,LQRXObsBuf[1][4],Timestamp,LQRXObsBuf[1][5],Timestamp,LQRXRefBuf[0][0],Timestamp,LQRXRefBuf[0][1],Timestamp,LQRXRefBuf[0][2],Timestamp,LQRXRefBuf[0][3],Timestamp,LQRXRefBuf[0][4],Timestamp,LQRXRefBuf[0][5],Timestamp,LQRXRefBuf[1][0],Timestamp,LQRXRefBuf[1][1],Timestamp,LQRXRefBuf[1][2],Timestamp,LQRXRefBuf[1][3],Timestamp,LQRXRefBuf[1][4],Timestamp,LQRXRefBuf[1][5],Timestamp,LQROutBuf[0][0],Timestamp,LQROutBuf[0][1],Timestamp,LQROutBuf[1][0],Timestamp,LQROutBuf[1][1],
4164552,-0.3427,4164552,0.0011139,4164552,-1.47808e-06,4164552,0,4164552,-0.351053,4164552,-1.94109e-06,4164552,-0.358482,4164552,-0.00162779,4164552,3.2999e-06,4164552,-0.00182208,4164552,-0.351061,4164552,-7.63106e-05,4164552,0,4164552,0,4164552,0,4164552,0,4164552,0,4164552,0,4164552,0,4164552,0,4164552,0,4164552,0,4164552,0,4164552,0,4164552,-3.36163,4164552,7.29883,4164552,-3.57644,4164552,7.31362,
4254254,-0.342618,4254254,0.00143913,4254254,-9.75689e-07,4254254,0,4254254,-0.350948,4254254,1.66513e-05,4254254,-0.358356,4254254,-3.82955e-05,4254254,-2.40461e-07,4254254,0,4254254,-0.350947,4254254,1.66513e-05,4254254,0,4254254,0,4254254,0,4254254,0,4254254,0,4254254,0,4254254,0,4254254,0,4254254,0,4254254,0,4254254,0,4254254,0,4254254,-3.36245,4254254,7.29697,4254254,-3.57494,4254254,7.31213,
4344722,-0.342737,4344722,-0.00279882,4344722,-1.10553e-06,4344722,0,4344722,-0.351058,4344722,5.3836e-05,4344722,-0.358464,4344722,-0.000223084,4344722,-5.34979e-06,4344722,0,4344722,-0.351024,4344722,0.000109613,4344722,0,4344722,0,4344722,0,4344722,0,4344722,0,4344722,0,4344722,0,4344722,0,4344722,0,4344722,0,4344722,0,4344722,0,4344722,-3.35662,4344722,7.29763,4344722,-3.57248,4344722,7.31023,
4441182,-0.342829,4441182,-0.00139391,4441182,-9.32331e-07,4441182,0,4441182,-0.35116,4441182,0.000146798,4441182,-0.35855,4441182,0.00259389,4441182,-1.22273e-06,4441182,0.000307998,4441182,-0.351118,4441182,0.00023976,4441182,0,4441182,0,4441182,0,4441182,0,4441182,0,4441182,0,4441182,0,4441182,0,4441182,0,4441182,0,4441182,0,4441182,0,4441182,-3.36208,4441182,7.29864,4441182,-3.57406,4441182,7.31298,
4534529,-0.342759,4534529,0.0010964,4534529,-2.97762e-06,4534529,0.000507221,4534529,-0.351112,4534529,0.000276945,4534529,-0.358555,4534529,-0.000739764,4534529,-3.71697e-06,4534529,0,4534529,-0.351065,4534529,-7.63106e-05,4534529,0,4534529,0,4534529,0,4534529,0,4534529,0,4534529,0,4534529,0,4534529,0,4534529,0,4534529,0,4534529,0,4534529,0,4534529,-3.36147,4534529,7.30254,4534529,-3.57883,4534529,7.3156,
4631318,-0.342642,4631318,9.01584e-05,4631318,2.49569e-06,4631318,0.00155339,4631318,-0.351033,4631318,-0.000113495,4631318,-0.358497,4631318,-0.000663534,4631318,2.38324e-06,4631318,0,4631318,-0.351051,4631318,-2.05335e-05,4631318,0,4631318,0,4631318,0,4631318,0,4631318,0,4631318,0,4631318,0,4631318,0,4631318,0,4631318,0,4631318,0,4631318,0,4631318,-3.35293,4631318,7.30122,4631318,-3.57751,4631318,7.31379,
4730796,-0.342591,4730796,-0.000330922,4730796,-3.70468e-07,4730796,0,4730796,-0.350921,4730796,0.000369906,4730796,-0.358365,4730796,0.000529144,4730796,3.92879e-07,4730796,-0.00211694,4730796,-0.350921,4730796,0.000202575,4730796,0,4730796,0,4730796,0,4730796,0,4730796,0,4730796,0,4730796,0,4730796,0,4730796,0,4730796,0,4730796,0,4730796,0,4730796,-3.35693,4730796,7.29748,4730796,-3.56938,4730796,7.31141,
4816241,-0.342538,4816241,-0.0021675,4816241,-1.36485e-06,4816241,-0.00180648,4816241,-0.350874,4816241,-5.77182e-05,4816241,-0.35831,4816241,-0.000531828,4816241,3.0908e-06,4816241,0,4816241,-0.350891,4816241,-3.91258e-05,4816241,0,4816241,0,4816241,0,4816241,0,4816241,0,4816241,0,4816241,0,4816241,0,4816241,0,4816241,0,4816241,0,4816241,0,4816241,-3.35422,4816241,7.29587,4816241,-3.57495,4816241,7.31099,
4914097,-0.342607,4914097,0.00037396,4914097,-2.40621e-06,4914097,-0.000895106,4914097,-0.350955,4914097,-2.05335e-05,4914097,-0.358384,4914097,-0.00163873,4914097,-1.15458e-06,4914097,0.000836438,4914097,-0.350936,4914097,-0.000169272,4914097,0,4914097,0,4914097,0,4914097,0,4914097,0,4914097,0,4914097,0,4914097,0,4914097,0,4914097,0,4914097,0,4914097,0,4914097,-3.3544,4914097,7.29628,4914097,-3.56865,4914097,7.30801,
5073138,-0.342614,5073138,0.000408917,5073138,2.62298e-07,5073138,0,5073138,-0.351006,5073138,-0.000169272,5073138,-0.358441,5073138,0.000273179,5073138,1.64405e-06,5073138,0,5073138,-0.350999,5073138,-0.00015068,5073138,0,5073138,0,5073138,0,5073138,0,5073138,0,5073138,0,5073138,0,5073138,0,5073138,0,5073138,0,5073138,0,5073138,0,5073138,-3.3564,5073138,7.2977,5073138,-3.5746,5073138,7.31057,
5177102,-0.342686,5177102,-0.000643456,5177102,-6.35266e-07,5177102,0,5177102,-0.351041,5177102,-0.00022505,5177102,-0.358424,5177102,-0.00207287,5177102,-1.97858e-06,5177102,0.000971268,5177102,-0.350975,5177102,-7.63106e-05,5177102,0,5177102,0,5177102,0,5177102,0,5177102,0,5177102,0,5177102,0,5177102,0,5177102,0,5177102,0,5177102,0,5177102,0,5177102,-3.35493,5177102,7.29613,5177102,-3.56627,5177102,7.31108,
5276331,-0.342502,5276331,-0.000688139,5276331,-2.88205e-08,5276331,-0.000142232,5276331,-0.350843,5276331,0.00016539,5276331,-0.358291,5276331,6.84153e-05,5276331,2.17235e-06,5276331,-0.000834518,5276331,-0.350883,5276331,-0.000187865,5276331,0,5276331,0,5276331,0,5276331,0,5276331,0,5276331,0,5276331,0,5276331,0,5276331,0,5276331,0,5276331,0,5276331,0,5276331,-3.35626,5276331,7.29539,5276331,-3.57687,5276331,7.31074,
5382100,-0.342423,5382100,-0.000673423,5382100,-4.06958e-06,5382100,-0.00102656,5382100,-0.350748,5382100,0.000221167,5382100,-0.358185,5382100,-0.00133945,5382100,-2.20046e-06,5382100,-0.00346975,5382100,-0.350722,5382100,0.000146798,5382100,0,5382100,0,5382100,0,5382100,0,5382100,0,5382100,0,5382100,0,5382100,0,5382100,0,5382100,0,5382100,0,5382100,0,5382100,-3.35968,5382100,7.28987,5382100,-3.57583,5382100,7.30622,
5484001,-0.342465,5484001,0.00102138,5484001,-3.16204e-06,5484001,0,5484001,-0.350854,5484001,3.52437e-05,5484001,-0.358273,5484001,-0.00323047,5484001,-2.43098e-06,5484001,0.00129323,5484001,-0.350808,5484001,-0.000280827,5484001,0,5484001,0,5484001,0,5484001,0,5484001,0,5484001,0,5484001,0,5484001,0,5484001,0,5484001,0,5484001,0,5484001,0,5484001,-3.35033,5484001,7.29268,5484001,-3.56099,5484001,7.30692,
5736778,-0.342509,5736778,-0.00188827,5736778,-2.02718e-06,5736778,0.00151777,5736778,-0.350875,5736778,-0.000206457,5736778,-0.358274,5736778,-0.000252287,5736778,8.52772e-07,5736778,0,5736778,-0.350914,5736778,0.00016539,5736778,0,5736778,0,5736778,0,5736778,0,5736778,0,5736778,0,5736778,0,5736778,0,5736778,0,5736778,0,5736778,0,5736778,0,5736778,-3.35868,5736778,7.29397,5736778,-3.56513,5736778,7.307,
