Timestamp,dm_motor[0].measure.angle_delta,Timestamp,dm_motor[1].measure.angle_delta,Timestamp,dm_motor[2].measure.angle_delta,Timestamp,dm_motor[3].measure.angle_delta,
26698516,0,26698516,-0.0657701,26698516,-0.0657704,26698516,0,
26763641,0,26763641,-0.0696054,26763641,-0.0673046,26763641,0,
26808032,0,26808032,-0.0713315,26808032,-0.072098,26808032,0,
26866903,0,26866903,-0.0761251,26866903,-0.0770836,26866903,0,
26925695,0,26925695,-0.0813022,26925695,-0.0809188,26925695,0,
26998350,0,26998350,-0.0855205,26998350,-0.0836031,26998350,0,
27056721,0,27056721,-0.08763,27056721,-0.0864792,27056721,0,
27115836,0,27115836,-0.0910814,27115836,-0.0910816,27115836,0,
27179082,0,27179082,-0.0943413,27179082,-0.0941496,27179082,0,
27231982,0,27231982,-0.0949163,27231982,-0.0954914,27231982,0,
27278035,0,27278035,-0.0953,27278035,-0.0962591,27278035,0,
27326419,0,27326419,-0.0926156,27326419,-0.094533,27326419,0,
27397376,0,27397376,-0.0906982,27397376,-0.091465,27397376,0,
27450425,0,27450425,-0.0872464,27450425,-0.0885882,27450425,0,
27495050,0,27495050,-0.0843701,27495050,-0.0826445,27495050,0,
27542001,0,27542001,-0.0738239,27542001,-0.0757408,27542001,0,
27615833,0,27615833,-0.0696054,27615833,-0.071332,27615833,0,
27658650,0,27658650,-0.0644283,27658650,-0.0657701,27658650,0,
27697380,0,27697380,-0.0544572,27697380,-0.0554161,27697380,0,
27778008,0,27778008,-0.0481296,27778008,-0.0488958,27778008,0,
27826684,0,27826684,-0.0448694,27826684,-0.0450611,27826684,0,
27884117,0,27884117,-0.0433354,27884117,-0.0425692,27884117,0,
27927956,0,27927956,-0.0398841,27927956,-0.0400763,27927956,0,
27992359,0,27992359,12.5284,27992359,-0.0381575,27992359,0,
28061610,0,28061610,-0.0373917,28061610,-0.0373907,28061610,0,
28115529,0,28115529,-0.040843,28115529,-0.0391178,28115529,0,
28170983,0,28170983,-0.0454454,28170983,-0.0454445,28170983,0,
28242279,0,28242279,-0.0460186,28242279,-0.0458279,28242279,0,
28282422,0,28282422,-0.0479374,28282422,-0.04813,28282422,0,
28339396,0,28339396,-0.0494719,28339396,-0.0492802,28339396,0,
28416022,0,28416022,-0.0510054,28416022,-0.0504303,28416022,0,
28471269,0,28471269,-0.0527315,28471269,-0.0527315,28471269,0,
28520552,0,28520552,-0.0552244,28520552,-0.054266,28520552,0,
28569600,0,28569600,-0.0590591,28569600,-0.0582924,28569600,0,
28632339,0,28632339,-0.0611687,28632339,-0.0611677,28632339,0,
28676531,0,28676531,-0.06462,28676531,-0.0632782,28676531,0,
28725935,0,28725935,-0.0665379,28725935,-0.0661535,28725935,0,
28773335,0,28773335,-0.0699883,28773335,-0.0699902,28773335,0,
28852412,0,28852412,-0.0734406,28852412,-0.071331,28852412,0,
28905705,0,28905705,-0.0747824,28905705,-0.0738239,28905705,0,
28944552,0,28944552,-0.077467,28944552,-0.0763168,28944552,0,
29019321,0,29019321,-0.0791931,29019321,-0.0791931,29019321,0,
29069495,0,29069495,-0.0803432,29069495,-0.0814953,29069495,0,
29131124,0,29131124,-0.0805359,29131124,-0.0818768,29131124,0,
29181874,0,29181874,-0.078042,29181874,-0.0791926,29181874,0,
29274025,0,29274025,-0.0738249,29274025,-0.0772758,29274025,0,
29331072,0,29331072,-0.0711393,29331072,-0.0726733,29331072,0,
29387605,0,29387605,-0.0690308,29387605,-0.06462,29387605,0,
29471299,0,29471299,-0.0724816,29471299,-0.0577168,29471299,0,
29506446,0,29506446,-0.0768914,29506446,-0.0427604,29506446,0,
29564006,0,29564006,-0.0830283,29564006,-0.0312552,29564006,0,
29608069,0,29608069,-0.096067,29608069,-0.00671148,29608069,0,
29680298,0,29680298,-0.0974092,29680298,0.00632811,29680298,0,
29733870,0,29733870,-0.0922318,29733870,0.0118885,29733870,0,
29777343,0,29777343,-0.0720983,29777343,0.0128474,29777343,0,
29852483,0,29852483,-0.0611682,29852483,0.0109301,29852483,0,
29890102,0,29890102,-0.0513887,29890102,0.00690269,29890102,0,
29936946,0,29936946,-0.0454445,29936946,-0.000575066,29936946,0,
29988390,0,29988390,-0.0418019,29988390,0.000191689,29988390,0,
30072014,0,30072014,-0.0368161,30072014,0.000191689,30072014,0,
30117314,0,30117314,-0.0327892,30117314,0.00824547,30117314,0,
30157088,0,30157088,-0.0153394,30157088,0.00613642,30157088,0,
30235855,0,30235855,-0.00210905,30235855,0,30235855,0,
30284676,0,30284676,0.000383854,30284676,0.000191689,30284676,0,
30330031,0,30330031,0.00306845,30330031,0.00191736,30330031,0,
30382936,0,30382936,0,30382936,0,30382936,0,
30457976,0,30457976,0,30457976,0,30457976,0,
30513161,0,30513161,0,30513161,0,30513161,0,
30559836,0,30559836,0,30559836,0,30559836,0,
30616702,0,30616702,0,30616702,0,30616702,0,
30723956,0,30723956,0,30723956,0,30723956,0,
30755622,0,30755622,0,30755622,0,30755622,0,
30818925,0,30818925,0,30818925,0,30818925,0,
30897359,0,30897359,0,30897359,0,30897359,0,
30951855,0,30951855,0,30951855,0,30951855,0,
31011562,0,31011562,0,31011562,0,31011562,0,
31068685,0,31068685,0,31068685,0,31068685,0,
31137575,0,31137575,0,31137575,0,31137575,0,
31190627,0,31190627,0,31190627,0,31190627,0,
31241528,0,31241528,0,31241528,0,31241528,0,
31286654,0,31286654,0,31286654,0,31286654,0,
31343621,0,31343621,0,31343621,0,31343621,0,
31393880,0,31393880,0,31393880,0,31393880,0,
31440143,0,31440143,0,31440143,0,31440143,0,
31495038,0,31495038,0,31495038,0,31495038,0,
31562284,0,31562284,0,31562284,0,31562284,0,
31610820,0,31610820,0,31610820,0,31610820,0,
31675406,0,31675406,0,31675406,0,31675406,0,
31738563,0,31738563,0,31738563,0,31738563,0,
31789244,0,31789244,0,31789244,0,31789244,0,
31860092,0,31860092,0,31860092,0,31860092,0,
31903887,0,31903887,0,31903887,0,31903887,0,
31947130,0,31947130,0,31947130,0,31947130,0,
31992000,0,31992000,0,31992000,0,31992000,0,
32049304,0,32049304,0,32049304,0,32049304,0,
32081887,0,32081887,0,32081887,0,32081887,0,
32132396,0,32132396,0,32132396,0,32132396,0,
32191994,0,32191994,0,32191994,0,32191994,0,
32240801,0,32240801,0,32240801,0,32240801,0,
32288757,0,32288757,0,32288757,0,32288757,0,
32340897,0,32340897,0,32340897,0,32340897,0,
32386937,0,32386937,0,32386937,0,32386937,0,
32449516,0,32449516,0,32449516,0,32449516,0,
32495367,0,32495367,0,32495367,0,32495367,0,
32539585,0,32539585,0,32539585,0,32539585,0,
32587548,0,32587548,0,32587548,0,32587548,0,
32633552,0,32633552,0,32633552,0,32633552,0,
32685533,0,32685533,0,32685533,0,32685533,0,
32729199,0,32729199,0,32729199,0,32729199,0,
32775552,0,32775552,0,32775552,0,32775552,0,
32827197,0,32827197,0,32827197,0,32827197,0,
32877743,0,32877743,0,32877743,0,32877743,0,
32929109,0,32929109,0,32929109,0,32929109,0,
32977741,0,32977741,0,32977741,0,32977741,0,
33020711,0,33020711,0,33020711,0,33020711,0,
33067270,0,33067270,0,33067270,0,33067270,0,
33117874,0,33117874,0,33117874,0,33117874,0,
33162651,0,33162651,0,33162651,0,33162651,0,
33217190,0,33217190,0,33217190,0,33217190,0,
33256517,0,33256517,0,33256517,0,33256517,0,
33306184,0,33306184,0,33306184,0,33306184,0,
33382679,0,33382679,0,33382679,0,33382679,0,
33452940,0,33452940,0,33452940,0,33452940,0,
33502891,0,33502891,0,33502891,0,33502891,0,
33556948,0,33556948,0,33556948,0,33556948,0,
33607616,0,33607616,0,33607616,0,33607616,0,
33651307,0,33651307,0,33651307,0,33651307,0,
33688503,0,33688503,0,33688503,0,33688503,0,
33742729,0,33742729,0,33742729,0,33742729,0,
33788796,0,33788796,0,33788796,0,33788796,0,
33836500,0,33836500,0,33836500,0,33836500,0,
33876288,0,33876288,0,33876288,0,33876288,0,
33937297,0,33937297,0,33937297,0,33937297,0,
33996917,0,33996917,0,33996917,0,33996917,0,
34056219,0,34056219,0,34056219,0,34056219,0,
34130822,0,34130822,0,34130822,0,34130822,0,
34222408,0,34222408,0,34222408,0,34222408,0,
34286201,0,34286201,0,34286201,0,34286201,0,
34337301,0,34337301,0,34337301,0,34337301,0,
34405588,0,34405588,0,34405588,0,34405588,0,
34476538,0,34476538,0,34476538,0,34476538,0,
34538388,0,34538388,0,34538388,0,34538388,0,
34593109,0,34593109,0,34593109,0,34593109,0,
34635337,0,34635337,0,34635337,0,34635337,0,
34701718,0,34701718,0,34701718,0,34701718,0,
34747402,0,34747402,0,34747402,0,34747402,0,
34793780,0,34793780,0,34793780,0,34793780,0,
34845846,0,34845846,0,34845846,0,34845846,0,
34884763,0,34884763,0,34884763,0,34884763,0,
34937226,0,34937226,0,34937226,0,34937226,0,
34979515,0,34979515,0,34979515,0,34979515,0,
35034141,0,35034141,0,35034141,0,35034141,0,
35074601,0,35074601,0,35074601,0,35074601,0,
35163871,0,35163871,0,35163871,0,35163871,0,
35206324,0,35206324,0,35206324,0,35206324,0,
35252705,0,35252705,0,35252705,0,35252705,0,
35305647,0,35305647,0,35305647,0,35305647,0,
