Timestamp,leg[0].L,Timestamp,leg[1].L,Timestamp,leg[0].wbr_theta,Timestamp,leg[1].wbr_theta,Timestamp,MatLQR_K[0][0],Timestamp,MatLQR_K[0][1],Timestamp,MatLQR_K[0][2],Timestamp,MatLQR_K[0][3],Timestamp,MatLQR_K[0][4],Timestamp,MatLQR_K[0][5],Timestamp,MatLQR_K[0][6],Timestamp,MatLQR_K[0][7],Timestamp,MatLQR_K[0][8],Timestamp,MatLQR_K[0][9],Timestamp,MatLQR_K[1][0],Timestamp,MatLQR_K[1][1],Timestamp,MatLQR_K[1][2],Timestamp,MatLQR_K[1][3],Timestamp,MatLQR_K[1][4],Timestamp,MatLQR_K[1][5],Timestamp,MatLQR_K[1][6],Timestamp,MatLQR_K[1][7],Timestamp,MatLQR_K[1][8],Timestamp,MatLQR_K[1][9],Timestamp,MatLQR_K[2][0],Timestamp,MatLQR_K[2][1],Timestamp,MatLQR_K[2][2],Timestamp,MatLQR_K[2][3],Timestamp,MatLQR_K[2][4],Timestamp,MatLQR_K[2][5],Timestamp,MatLQR_K[2][6],Timestamp,MatLQR_K[2][7],Timestamp,MatLQR_K[2][8],Timestamp,MatLQR_K[2][9],Timestamp,MatLQR_K[3][0],Timestamp,MatLQR_K[3][1],Timestamp,MatLQR_K[3][2],Timestamp,MatLQR_K[3][3],Timestamp,MatLQR_K[3][4],Timestamp,MatLQR_K[3][5],Timestamp,MatLQR_K[3][6],Timestamp,MatLQR_K[3][7],Timestamp,MatLQR_K[3][8],Timestamp,MatLQR_K[3][9],
10203,0.334173,10203,0.329496,10203,-0.64438,10203,-0.641901,191709115,-1.41423,194526687,-10.8429,195500932,-57.6584,196395446,-7.94542,197309929,-73.7237,198224758,-5.59192,199027009,-5.07535,199863201,-1.18803,200781386,-10.8704,201710549,-2.43262,206656423,-1.4184,207492060,-10.8715,208262524,58.0874,209076669,7.99476,210023115,-5.02777,210891943,-1.1814,211711672,-73.7949,212544146,-5.62189,213299989,-10.7448,214232192,-2.4247,264905022,0.00355572,265901187,0.0223196,266701340,-58.6298,268298144,-11.1011,269488655,14.2299,270748791,0.582513,271881786,-12.7062,273176542,-0.725691,274377608,-83.7167,275587263,-4.59731,282145868,0.00134812,283397047,0.00509453,284712629,58.667,286083357,11.1064,287314871,-12.7905,288592870,-0.734455,289899352,14.1679,291197953,0.575256,292670689,-83.6569,294086988,-4.59351,
37339,0.334173,37339,0.329496,37339,-0.644418,37339,-0.641915,191746242,-1.41423,194569980,-10.8429,195545560,-57.6584,196444477,-7.94542,197359294,-73.7237,198277046,-5.59192,199083417,-5.07535,199922223,-1.18803,200842778,-10.8704,201776419,-2.43262,206723018,-1.4184,207559809,-10.8715,208335047,58.0874,209154857,7.99476,210094447,-5.02777,210973795,-1.1814,211796005,-73.7949,212620764,-5.62189,213388198,-10.7448,214323990,-2.4247,265003268,0.00355572,265999657,0.0223196,266802203,-58.6298,268394248,-11.1011,269583852,14.2299,270859304,0.582513,271995802,-12.7062,273289168,-0.725691,274493975,-83.7167,275707220,-4.59731,282269633,0.00134812,283517444,0.00509453,284839294,58.667,286211263,11.1064,287445668,-12.7905,288725131,-0.734455,290038506,14.1679,291340252,0.575256,292825799,-83.6569,294232746,-4.59351,
68453,0.334173,68453,0.329496,68453,-0.644448,68453,-0.641941,191791280,-1.41423,194613292,-10.8429,195589181,-57.6584,196485051,-7.94542,197403152,-73.7237,198318693,-5.59192,199127364,-5.07535,199978973,-1.18803,200897866,-10.8704,201832037,-2.43262,206781458,-1.4184,207616675,-10.8715,208404561,58.0874,209224884,7.99476,210158259,-5.02777,211043746,-1.1814,211865779,-73.7949,212701301,-5.62189,213458681,-10.7448,214410769,-2.4247,265086560,0.00355572,266084131,0.0223196,266889066,-58.6298,268476719,-11.1011,269688167,14.2299,270962720,0.582513,272094778,-12.7062,273386758,-0.725691,274595140,-83.7167,275808265,-4.59731,282386057,0.00134812,283634087,0.00509453,284958501,58.667,286330387,11.1064,287562509,-12.7905,288846164,-0.734455,290172846,14.1679,291472440,0.575256,292958615,-83.6569,294364870,-4.59351,
99772,0.334173,99772,0.329496,99772,-0.644445,99772,-0.641951,191822508,-1.41423,194657900,-10.8429,195634284,-57.6584,196534700,-7.94542,197449511,-73.7237,198367342,-5.59192,199187865,-5.07535,200044262,-1.18803,200961895,-10.8704,201894391,-2.43262,206844280,-1.4184,207668515,-10.8715,208467554,58.0874,209304315,7.99476,210237026,-5.02777,211122353,-1.1814,211942556,-73.7949,212776595,-5.62189,213539282,-10.7448,214506313,-2.4247,265180927,0.00355572,266179513,0.0223196,266981422,-58.6298,268575930,-11.1011,269789928,14.2299,271071890,0.582513,272205389,-12.7062,273498925,-0.725691,274703569,-83.7167,275917545,-4.59731,282496391,0.00134812,283757813,0.00509453,285080953,58.667,286454562,11.1064,287684613,-12.7905,288976869,-0.734455,290295336,14.1679,291609836,0.575256,293096486,-83.6569,294507692,-4.59351,
122921,0.334173,122921,0.329496,122921,-0.644429,122921,-0.64192,191854277,-1.41423,194705279,-10.8429,195681944,-57.6584,196580479,-7.94542,197496340,-73.7237,198412264,-5.59192,199235349,-5.07535,200107243,-1.18803,201026698,-10.8704,201957752,-2.43262,206907087,-1.4184,207741607,-10.8715,208530627,58.0874,209383012,7.99476,210315717,-5.02777,211203249,-1.1814,212023456,-73.7949,212860171,-5.62189,213616728,-10.7448,214600533,-2.4247,265278562,0.00355572,266701340,0.0223196,267075990,-58.6298,268671939,-11.1011,269881954,14.2299,271180773,0.582513,272312767,-12.7062,273609711,-0.725691,274813569,-83.7167,276029209,-4.59731,282607278,0.00134812,283870452,0.00509453,285208086,58.667,286586335,11.1064,287823951,-12.7905,289112881,-0.734455,290425858,14.1679,291737522,0.575256,293244530,-83.6569,294650214,-4.59351,
164540,0.334173,164540,0.329496,164540,-0.644442,164540,-0.64197,191887438,-1.41423,194755231,-10.8429,195729523,-57.6584,196627859,-7.94542,197544099,-73.7237,198460369,-5.59192,199281450,-5.07535,200168659,-1.18803,201089624,-10.8704,202021828,-2.43262,206970425,-1.4184,207804539,-10.8715,208593667,58.0874,209462310,7.99476,210392540,-5.02777,211280045,-1.1814,212103304,-73.7949,213299989,-5.62189,213696700,-10.7448,214693154,-2.4247,265371691,0.00355572,266802203,0.0223196,267171868,-58.6298,268760529,-11.1011,269975973,14.2299,271289520,0.582513,272426204,-12.7062,273723461,-0.725691,274924571,-83.7167,276140592,-4.59731,282716593,0.00134812,283983741,0.00509453,285335065,58.667,287314871,11.1064,288592870,-12.7905,289899352,-0.734455,291197953,14.1679,291862491,0.575256,294086988,-83.6569,294791873,-4.59351,
196605,0.334173,196605,0.329496,196605,-0.644439,196605,-0.641959,191933366,-1.41423,194801470,-10.8429,195778094,-57.6584,196676409,-7.94542,197578276,-73.7237,198506034,-5.59192,199329623,-5.07535,200232472,-1.18803,201153290,-10.8704,202083646,-2.43262,207033440,-1.4184,207871303,-10.8715,208657449,58.0874,209541161,7.99476,210474151,-5.02777,211711672,-1.1814,212544146,-73.7949,213388198,-5.62189,213776340,-10.7448,214789565,-2.4247,265901187,0.00355572,266889066,0.0223196,267267807,-58.6298,268855374,-11.1011,270070639,14.2299,271881786,0.582513,272536716,-12.7062,274377608,-0.725691,275587263,-83.7167,276252264,-4.59731,283397047,0.00134812,284712629,0.00509453,286083357,58.667,287445668,11.1064,288725131,-12.7905,290038506,-0.734455,291340252,14.1679,292670689,0.575256,294232746,-83.6569,294932394,-4.59351,
227575,0.334173,227575,0.329496,227575,-0.644444,227575,-0.641941,191957417,-1.41423,194845990,-10.8429,195826008,-57.6584,196725468,-7.94542,197624500,-73.7237,198554228,-5.59192,199377978,-5.07535,200295425,-1.18803,201215242,-10.8704,202147215,-2.43262,207096443,-1.4184,207929053,-10.8715,208718729,58.0874,209618772,7.99476,210891943,-5.02777,211796005,-1.1814,212620764,-73.7949,213458681,-5.62189,214232192,-10.7448,214881520,-2.4247,265999657,0.00355572,266981422,0.0223196,267360791,-58.6298,268953435,-11.1011,270170587,14.2299,271995802,0.582513,273176542,-12.7062,274493975,-0.725691,275707220,-83.7167,276361714,-4.59731,283517444,0.00134812,284839294,0.00509453,286211263,58.667,287562509,11.1064,288846164,-12.7905,290172846,-0.734455,291472440,14.1679,292825799,0.575256,294364870,-83.6569,295159610,-4.59351,
259545,0.334173,259545,0.329496,259545,-0.644501,259545,-0.642015,191998448,-1.41423,194895897,-10.8429,195871828,-57.6584,196770373,-7.94542,197669140,-73.7237,198603015,-5.59192,199425318,-5.07535,200357401,-1.18803,201276568,-10.8704,202210609,-2.43262,207158691,-1.4184,208262524,-10.8715,209076669,58.0874,210023115,7.99476,210973795,-5.02777,211865779,-1.1814,212701301,-73.7949,213539282,-5.62189,214323990,-10.7448,214974885,-2.4247,266084131,0.00355572,267075990,0.0223196,267457225,-58.6298,269488655,-11.1011,270748791,14.2299,272094778,0.582513,273289168,-12.7062,274595140,-0.725691,275808265,-83.7167,276471013,-4.59731,283634087,0.00134812,284958501,0.00509453,286330387,58.667,287684613,11.1064,288976869,-12.7905,290295336,-0.734455,291609836,14.1679,292958615,0.575256,294507692,-83.6569,295307636,-4.59351,
288531,0.334173,288531,0.329496,288531,-0.644564,288531,-0.64205,192045148,-1.41423,194942756,-10.8429,195918647,-57.6584,196816582,-7.94542,197718486,-73.7237,198648123,-5.59192,199471942,-5.07535,200422003,-1.18803,201339978,-10.8704,202272766,-2.43262,207492060,-1.4184,208335047,-10.8715,209154857,58.0874,210094447,7.99476,211043746,-5.02777,211942556,-1.1814,212776595,-73.7949,213616728,-5.62189,214410769,-10.7448,215054260,-2.4247,266179513,0.00355572,267171868,0.0223196,267549118,-58.6298,269583852,-11.1011,270859304,14.2299,272205389,0.582513,273386758,-12.7062,274703569,-0.725691,275917545,-83.7167,276580727,-4.59731,283757813,0.00134812,285080953,0.00509453,286454562,58.667,287823951,11.1064,289112881,-12.7905,290425858,-0.734455,291737522,14.1679,293096486,0.575256,294650214,-83.6569,295463316,-4.59351,
322250,0.334173,322250,0.329496,322250,-0.644585,322250,-0.642084,192093696,-1.41423,194988368,-10.8429,195968390,-57.6584,196864040,-7.94542,197766923,-73.7237,198697158,-5.59192,199519733,-5.07535,200488352,-1.18803,201406666,-10.8704,202334590,-2.43262,207559809,-1.4184,208404561,-10.8715,209224884,58.0874,210158259,7.99476,211122353,-5.02777,212023456,-1.1814,212860171,-73.7949,213696700,-5.62189,214506313,-10.7448,215150002,-2.4247,266701340,0.00355572,267267807,0.0223196,267644755,-58.6298,269688167,-11.1011,270962720,14.2299,272312767,0.582513,273498925,-12.7062,274813569,-0.725691,276029209,-83.7167,276691657,-4.59731,283870452,0.00134812,285208086,0.00509453,286586335,58.667,288592870,11.1064,289899352,-12.7905,291197953,-0.734455,291862491,14.1679,293244530,0.575256,294791873,-83.6569,295595045,-4.59351,
352810,0.334173,352810,0.329496,352810,-0.644632,352810,-0.642107,192140723,-1.41423,195037062,-10.8429,196013638,-57.6584,196911503,-7.94542,197812903,-73.7237,198744164,-5.59192,199566211,-5.07535,200781386,-1.18803,201710549,-10.8704,202398417,-2.43262,207616675,-1.4184,208467554,-10.8715,209304315,58.0874,210237026,7.99476,211203249,-5.02777,212103304,-1.1814,213299989,-73.7949,213776340,-5.62189,214600533,-10.7448,215243211,-2.4247,266802203,0.00355572,267360791,0.0223196,267741297,-58.6298,269789928,-11.1011,271071890,14.2299,272426204,0.582513,273609711,-12.7062,274924571,-0.725691,276140592,-83.7167,276800828,-4.59731,283983741,0.00134812,285335065,0.00509453,287314871,58.667,288725131,11.1064,290038506,-12.7905,291340252,-0.734455,292670689,14.1679,294086988,0.575256,294932394,-83.6569,295738217,-4.59351,
384970,0.334173,384970,0.329496,384970,-0.644636,384970,-0.64214,192189196,-1.41423,195083459,-10.8429,196065802,-57.6584,196958312,-7.94542,197864038,-73.7237,198791410,-5.59192,199615332,-5.07535,200842778,-1.18803,201776419,-10.8704,202461096,-2.43262,207668515,-1.4184,208530627,-10.8715,209383012,58.0874,210315717,7.99476,211280045,-5.02777,212544146,-1.1814,213388198,-73.7949,214232192,-5.62189,214693154,-10.7448,215338664,-2.4247,266889066,0.00355572,267457225,0.0223196,268298144,-58.6298,269881954,-11.1011,271180773,14.2299,272536716,0.582513,273723461,-12.7062,275587263,-0.725691,276252264,-83.7167,276911344,-4.59731,284712629,0.00134812,286083357,0.00509453,287445668,58.667,288846164,11.1064,290172846,-12.7905,291472440,-0.734455,292825799,14.1679,294232746,0.575256,295159610,-83.6569,295876553,-4.59351,
415390,0.334173,415390,0.329496,415390,-0.644609,415390,-0.642099,192234739,-1.41423,195129572,-10.8429,196106942,-57.6584,197006191,-7.94542,197905877,-73.7237,199027009,-5.59192,199863201,-5.07535,200897866,-1.18803,201832037,-10.8704,202524948,-2.43262,207741607,-1.4184,208593667,-10.8715,209462310,58.0874,210392540,7.99476,211711672,-5.02777,212620764,-1.1814,213458681,-73.7949,214323990,-5.62189,214789565,-10.7448,215432834,-2.4247,266981422,0.00355572,267549118,0.0223196,268394248,-58.6298,269975973,-11.1011,271289520,14.2299,273176542,0.582513,274377608,-12.7062,275707220,-0.725691,276361714,-83.7167,277022611,-4.59731,284839294,0.00134812,286211263,0.00509453,287562509,58.667,288976869,11.1064,290295336,-12.7905,291609836,-0.734455,292958615,14.1679,294364870,0.575256,295307636,-83.6569,296019721,-4.59351,
448286,0.334173,448286,0.329496,448286,-0.644609,448286,-0.642098,192281267,-1.41423,195177175,-10.8429,196153259,-57.6584,197054184,-7.94542,197955017,-73.7237,199083417,-5.59192,199922223,-5.07535,200961895,-1.18803,201894391,-10.8704,202587902,-2.43262,207804539,-1.4184,208657449,-10.8715,209541161,58.0874,210474151,7.99476,211796005,-5.02777,212701301,-1.1814,213539282,-73.7949,214410769,-5.62189,214881520,-10.7448,215527994,-2.4247,267075990,0.00355572,267644755,0.0223196,268476719,-58.6298,270070639,-11.1011,271881786,14.2299,273289168,0.582513,274493975,-12.7062,275808265,-0.725691,276471013,-83.7167,277131528,-4.59731,284958501,0.00134812,286330387,0.00509453,287684613,58.667,289112881,11.1064,290425858,-12.7905,291737522,-0.734455,293096486,14.1679,294507692,0.575256,295463316,-83.6569,296161033,-4.59351,
477712,0.334173,477712,0.329496,477712,-0.644586,477712,-0.642069,192306124,-1.41423,195226323,-10.8429,196201592,-57.6584,197103619,-7.94542,198002994,-73.7237,199127364,-5.59192,199978973,-5.07535,201026698,-1.18803,201957752,-10.8704,202650434,-2.43262,207871303,-1.4184,208718729,-10.8715,209618772,58.0874,210891943,7.99476,211865779,-5.02777,212776595,-1.1814,213616728,-73.7949,214506313,-5.62189,214974885,-10.7448,215622778,-2.4247,267171868,0.00355572,267741297,0.0223196,268575930,-58.6298,270170587,-11.1011,271995802,14.2299,273386758,0.582513,274595140,-12.7062,275917545,-0.725691,276580727,-83.7167,277247992,-4.59731,285080953,0.00134812,286454562,0.00509453,287823951,58.667,289899352,11.1064,291197953,-12.7905,291862491,-0.734455,293244530,14.1679,294650214,0.575256,295595045,-83.6569,296303261,-4.59351,
510316,0.334173,510316,0.329496,510316,-0.64462,510316,-0.642103,192346651,-1.41423,195271544,-10.8429,196395446,-57.6584,197309929,-7.94542,198224758,-73.7237,199187865,-5.59192,200044262,-5.07535,201089624,-1.18803,202021828,-10.8704,202711480,-2.43262,207929053,-1.4184,209076669,-10.8715,210023115,58.0874,210973795,7.99476,211942556,-5.02777,212860171,-1.1814,213696700,-73.7949,214600533,-5.62189,215054260,-10.7448,215714759,-2.4247,267267807,0.00355572,268298144,0.0223196,268671939,-58.6298,270748791,-11.1011,272094778,14.2299,273498925,0.582513,274703569,-12.7062,276029209,-0.725691,276691657,-83.7167,277351008,-4.59731,285208086,0.00134812,286586335,0.00509453,288592870,58.667,290038506,11.1064,291340252,-12.7905,292670689,-0.734455,294086988,14.1679,294791873,0.575256,295738217,-83.6569,296444481,-4.59351,
541503,0.334173,541503,0.329496,541503,-0.644609,541503,-0.642133,192393691,-1.41423,195320201,-10.8429,196444477,-57.6584,197359294,-7.94542,198277046,-73.7237,199235349,-5.59192,200107243,-5.07535,201153290,-1.18803,202083646,-10.8704,202777140,-2.43262,208262524,-1.4184,209154857,-10.8715,210094447,58.0874,211043746,7.99476,212023456,-5.02777,213299989,-1.1814,213776340,-73.7949,214693154,-5.62189,215150002,-10.7448,215809806,-2.4247,267360791,0.00355572,268394248,0.0223196,268760529,-58.6298,270859304,-11.1011,272205389,14.2299,273609711,0.582513,274813569,-12.7062,276140592,-0.725691,276800828,-83.7167,277465236,-4.59731,285335065,0.00134812,287314871,0.00509453,288725131,58.667,290172846,11.1064,291472440,-12.7905,292825799,-0.734455,294232746,14.1679,294932394,0.575256,295876553,-83.6569,296587231,-4.59351,
573046,0.334173,573046,0.329496,573046,-0.644659,573046,-0.642178,192440921,-1.41423,195500932,-10.8429,196485051,-57.6584,197403152,-7.94542,198318693,-73.7237,199281450,-5.59192,200168659,-5.07535,201215242,-1.18803,202147215,-10.8704,202841596,-2.43262,208335047,-1.4184,209224884,-10.8715,210158259,58.0874,211122353,7.99476,212103304,-5.02777,213388198,-1.1814,214232192,-73.7949,214789565,-5.62189,215243211,-10.7448,215887383,-2.4247,267457225,0.00355572,268476719,0.0223196,268855374,-58.6298,270962720,-11.1011,272312767,14.2299,273723461,0.582513,274924571,-12.7062,276252264,-0.725691,276911344,-83.7167,277574688,-4.59731,286083357,0.00134812,287445668,0.00509453,288846164,58.667,290295336,11.1064,291609836,-12.7905,292958615,-0.734455,294364870,14.1679,295159610,0.575256,296019721,-83.6569,296730712,-4.59351,
604139,0.334173,604139,0.329496,604139,-0.644683,604139,-0.642195,192492151,-1.41423,195545560,-10.8429,196534700,-57.6584,197449511,-7.94542,198367342,-73.7237,199329623,-5.59192,200232472,-5.07535,201276568,-1.18803,202210609,-10.8704,202901947,-2.43262,208404561,-1.4184,209304315,-10.8715,210237026,58.0874,211203249,7.99476,212544146,-5.02777,213458681,-1.1814,214323990,-73.7949,214881520,-5.62189,215338664,-10.7448,215982464,-2.4247,267549118,0.00355572,268575930,0.0223196,268953435,-58.6298,271071890,-11.1011,272426204,14.2299,274377608,0.582513,275587263,-12.7062,276361714,-0.725691,277022611,-83.7167,277685197,-4.59731,286211263,0.00134812,287562509,0.00509453,288976869,58.667,290425858,11.1064,291737522,-12.7905,293096486,-0.734455,294507692,14.1679,295307636,0.575256,296161033,-83.6569,296873076,-4.59351,
637345,0.334173,637345,0.329496,637345,-0.644751,637345,-0.642267,192533712,-1.41423,195589181,-10.8429,196580479,-57.6584,197496340,-7.94542,198412264,-73.7237,199377978,-5.59192,200295425,-5.07535,201339978,-1.18803,202272766,-10.8704,202964591,-2.43262,208467554,-1.4184,209383012,-10.8715,210315717,58.0874,211280045,7.99476,212620764,-5.02777,213539282,-1.1814,214410769,-73.7949,214974885,-5.62189,215432834,-10.7448,216076690,-2.4247,267644755,0.00355572,268671939,0.0223196,269488655,-58.6298,271180773,-11.1011,272536716,14.2299,274493975,0.582513,275707220,-12.7062,276471013,-0.725691,277131528,-83.7167,277793302,-4.59731,286330387,0.00134812,287684613,0.00509453,289112881,58.667,291197953,11.1064,291862491,-12.7905,293244530,-0.734455,294650214,14.1679,295463316,0.575256,296303261,-83.6569,297012504,-4.59351,
668310,0.334173,668310,0.329496,668310,-0.644768,668310,-0.642289,192582691,-1.41423,195634284,-10.8429,196627859,-57.6584,197544099,-7.94542,198460369,-73.7237,199425318,-5.59192,200357401,-5.07535,201406666,-1.18803,202334590,-10.8704,203027609,-2.43262,208530627,-1.4184,209462310,-10.8715,210392540,58.0874,211711672,7.99476,212701301,-5.02777,213616728,-1.1814,214506313,-73.7949,215054260,-5.62189,215527994,-10.7448,216156682,-2.4247,267741297,0.00355572,268760529,0.0223196,269583852,-58.6298,271289520,-11.1011,273176542,14.2299,274595140,0.582513,275808265,-12.7062,276580727,-0.725691,277247992,-83.7167,277910051,-4.59731,286454562,0.00134812,287823951,0.00509453,289899352,58.667,291340252,11.1064,292670689,-12.7905,294086988,-0.734455,294791873,14.1679,295595045,0.575256,296444481,-83.6569,297164819,-4.59351,
698496,0.334173,698496,0.329496,698496,-0.644852,698496,-0.642353,192629125,-1.41423,195681944,-10.8429,196676409,-57.6584,197578276,-7.94542,198506034,-73.7237,199471942,-5.59192,200422003,-5.07535,201710549,-1.18803,202398417,-10.8704,203089330,-2.43262,208593667,-1.4184,209541161,-10.8715,210474151,58.0874,211796005,7.99476,212776595,-5.02777,213696700,-1.1814,214600533,-73.7949,215150002,-5.62189,215622778,-10.7448,216233562,-2.4247,268298144,0.00355572,268855374,0.0223196,269688167,-58.6298,271881786,-11.1011,273289168,14.2299,274703569,0.582513,275917545,-12.7062,276691657,-0.725691,277351008,-83.7167,278014162,-4.59731,286586335,0.00134812,288592870,0.00509453,290038506,58.667,291472440,11.1064,292825799,-12.7905,294232746,-0.734455,294932394,14.1679,295738217,0.575256,296587231,-83.6569,297296339,-4.59351,
729475,0.334173,729475,0.329496,729475,-0.644823,729475,-0.642348,192677686,-1.41423,195729523,-10.8429,196725468,-57.6584,197624500,-7.94542,198554228,-73.7237,199519733,-5.59192,200488352,-5.07535,201776419,-1.18803,202461096,-10.8704,203155244,-2.43262,208657449,-1.4184,209618772,-10.8715,210891943,58.0874,211865779,7.99476,212860171,-5.02777,213776340,-1.1814,214693154,-73.7949,215243211,-5.62189,215714759,-10.7448,216328505,-2.4247,268394248,0.00355572,268953435,0.0223196,269789928,-58.6298,271995802,-11.1011,273386758,14.2299,274813569,0.582513,276029209,-12.7062,276800828,-0.725691,277465236,-83.7167,278126184,-4.59731,287314871,0.00134812,288725131,0.00509453,290172846,58.667,291609836,11.1064,292958615,-12.7905,294364870,-0.734455,295159610,14.1679,295876553,0.575256,296730712,-83.6569,297440530,-4.59351,
762096,0.334173,762096,0.329496,762096,-0.644827,762096,-0.642343,192723316,-1.41423,195778094,-10.8429,196770373,-57.6584,197669140,-7.94542,198603015,-73.7237,199566211,-5.59192,200781386,-5.07535,201832037,-1.18803,202524948,-10.8704,203217729,-2.43262,208718729,-1.4184,210023115,-10.8715,210973795,58.0874,211942556,7.99476,213299989,-5.02777,214232192,-1.1814,214789565,-73.7949,215338664,-5.62189,215809806,-10.7448,216409593,-2.4247,268476719,0.00355572,269488655,0.0223196,269881954,-58.6298,272094778,-11.1011,273498925,14.2299,274924571,0.582513,276140592,-12.7062,276911344,-0.725691,277574688,-83.7167,278238196,-4.59731,287445668,0.00134812,288846164,0.00509453,290295336,58.667,291737522,11.1064,293096486,-12.7905,294507692,-0.734455,295307636,14.1679,296019721,0.575256,296873076,-83.6569,297584997,-4.59351,
794262,0.334173,794262,0.329496,794262,-0.64478,794262,-0.642306,192771380,-1.41423,195826008,-10.8429,196816582,-57.6584,197718486,-7.94542,198648123,-73.7237,199615332,-5.59192,200842778,-5.07535,201894391,-1.18803,202587902,-10.8704,203282665,-2.43262,209076669,-1.4184,210094447,-10.8715,211043746,58.0874,212023456,7.99476,213388198,-5.02777,214323990,-1.1814,214881520,-73.7949,215432834,-5.62189,215887383,-10.7448,216506741,-2.4247,268575930,0.00355572,269583852,0.0223196,269975973,-58.6298,272205389,-11.1011,273609711,14.2299,275587263,0.582513,276252264,-12.7062,277022611,-0.725691,277685197,-83.7167,278343132,-4.59731,287562509,0.00134812,288976869,0.00509453,290425858,58.667,291862491,11.1064,293244530,-12.7905,294650214,-0.734455,295463316,14.1679,296161033,0.575256,297012504,-83.6569,297722182,-4.59351,
825530,0.334173,825530,0.329496,825530,-0.644761,825530,-0.642266,192802954,-1.41423,195871828,-10.8429,196864040,-57.6584,197766923,-7.94542,198697158,-73.7237,199863201,-5.59192,200897866,-5.07535,201957752,-1.18803,202650434,-10.8704,203342394,-2.43262,209154857,-1.4184,210158259,-10.8715,211122353,58.0874,212103304,7.99476,213458681,-5.02777,214410769,-1.1814,214974885,-73.7949,215527994,-5.62189,215982464,-10.7448,216597208,-2.4247,268671939,0.00355572,269688167,0.0223196,270070639,-58.6298,272312767,-11.1011,273723461,14.2299,275707220,0.582513,276361714,-12.7062,277131528,-0.725691,277793302,-83.7167,278454840,-4.59731,287684613,0.00134812,289112881,0.00509453,291197953,58.667,292670689,11.1064,294086988,-12.7905,294791873,-0.734455,295595045,14.1679,296303261,0.575256,297164819,-83.6569,297871000,-4.59351,
856445,0.334173,856445,0.329496,856445,-0.644758,856445,-0.642283,192852858,-1.41423,195918647,-10.8429,196911503,-57.6584,197812903,-7.94542,198744164,-73.7237,199922223,-5.59192,200961895,-5.07535,202021828,-1.18803,202711480,-10.8704,203405301,-2.43262,209224884,-1.4184,210237026,-10.8715,211203249,58.0874,212544146,7.99476,213539282,-5.02777,214506313,-1.1814,215054260,-73.7949,215622778,-5.62189,216076690,-10.7448,216688739,-2.4247,268760529,0.00355572,269789928,0.0223196,270170587,-58.6298,272426204,-11.1011,274377608,14.2299,275808265,0.582513,276471013,-12.7062,277247992,-0.725691,277910051,-83.7167,278566912,-4.59731,287823951,0.00134812,289899352,0.00509453,291340252,58.667,292825799,11.1064,294232746,-12.7905,294932394,-0.734455,295738217,14.1679,296444481,0.575256,297296339,-83.6569,298016334,-4.59351,
888220,0.334173,888220,0.329496,888220,-0.644809,888220,-0.642332,192899097,-1.41423,195968390,-10.8429,196958312,-57.6584,197864038,-7.94542,198791410,-73.7237,199978973,-5.59192,201026698,-5.07535,202083646,-1.18803,202777140,-10.8704,203466879,-2.43262,209304315,-1.4184,210315717,-10.8715,211280045,58.0874,212620764,7.99476,213616728,-5.02777,214600533,-1.1814,215150002,-73.7949,215714759,-5.62189,216156682,-10.7448,216782972,-2.4247,268855374,0.00355572,269881954,0.0223196,270748791,-58.6298,272536716,-11.1011,274493975,14.2299,275917545,0.582513,276580727,-12.7062,277351008,-0.725691,278014162,-83.7167,278676706,-4.59731,288592870,0.00134812,290038506,0.00509453,291472440,58.667,292958615,11.1064,294364870,-12.7905,295159610,-0.734455,295876553,14.1679,296587231,0.575256,297440530,-83.6569,298157326,-4.59351,
918638,0.334173,918638,0.329496,918638,-0.644815,918638,-0.64231,192942165,-1.41423,196013638,-10.8429,197006191,-57.6584,197905877,-7.94542,199027009,-73.7237,200044262,-5.59192,201089624,-5.07535,202147215,-1.18803,202841596,-10.8704,203531396,-2.43262,209383012,-1.4184,210392540,-10.8715,211711672,58.0874,212701301,7.99476,213696700,-5.02777,214693154,-1.1814,215243211,-73.7949,215809806,-5.62189,216233562,-10.7448,216877182,-2.4247,268953435,0.00355572,269975973,0.0223196,270859304,-58.6298,273176542,-11.1011,274595140,14.2299,276029209,0.582513,276691657,-12.7062,277465236,-0.725691,278126184,-83.7167,278784901,-4.59731,288725131,0.00134812,290172846,0.00509453,291609836,58.667,293096486,11.1064,294507692,-12.7905,295307636,-0.734455,296019721,14.1679,296730712,0.575256,297584997,-83.6569,298291421,-4.59351,
952584,0.334173,952584,0.329496,952584,-0.644829,952584,-0.642324,192990056,-1.41423,196065802,-10.8429,197054184,-57.6584,197955017,-7.94542,199083417,-73.7237,200107243,-5.59192,201153290,-5.07535,202210609,-1.18803,202901947,-10.8704,203593268,-2.43262,209462310,-1.4184,210474151,-10.8715,211796005,58.0874,212776595,7.99476,213776340,-5.02777,214789565,-1.1814,215338664,-73.7949,215887383,-5.62189,216328505,-10.7448,216973301,-2.4247,269488655,0.00355572,270070639,0.0223196,270962720,-58.6298,273289168,-11.1011,274703569,14.2299,276140592,0.582513,276800828,-12.7062,277574688,-0.725691,278238196,-83.7167,278898239,-4.59731,288846164,0.00134812,290295336,0.00509453,291737522,58.667,293244530,11.1064,294650214,-12.7905,295463316,-0.734455,296161033,14.1679,296873076,0.575256,297722182,-83.6569,298430139,-4.59351,
